from;to;migration
Lithuania;El Salvador;0
Lithuania;Equatorial Guinea;0
Lithuania;Eritrea;0
Lithuania;Ethiopia;0
Lithuania;Fiji;0
Lithuania;French Guiana;0
Lithuania;French Polynesia;0
Lithuania;Gabon;0
Lithuania;Gambia;0
Lithuania;Grenada;0
Lithuania;Guadeloupe;0
Lithuania;Guam;0
Lithuania;Guatemala;0
Lithuania;Guinea;0
Lithuania;Guinea-Bissau;0
Lithuania;Guyana;0
Lithuania;Haiti;0
Lithuania;Honduras;0
Lithuania;Hong Kong;0
Lithuania;Indonesia;0
Lithuania;Ivory Coast;0
Lithuania;Jamaica;0
Lithuania;Laos;0
Lithuania;Lesotho;0
Lithuania;Lithuania;0
Lithuania;Macao;0
Lithuania;Macedonia;0
Lithuania;Madagascar;0
Lithuania;Malawi;0
Lithuania;Maldives;0
Lithuania;Martinique;0
Lithuania;Mauritania;0
Lithuania;Mauritius;0
Lithuania;Mayotte;0
Lithuania;Micronesia;0
Lithuania;Montenegro;0
Lithuania;Morocco;0
Lithuania;Mozambique;0
Lithuania;Myanmar;0
Lithuania;Namibia;0
Lithuania;New Caledonia;0
Lithuania;Nicaragua;0
Lithuania;Papua New Guinea;0
Lithuania;Paraguay;0
Lithuania;Philippines;0
Lithuania;Puerto Rico;0
Lithuania;Reunion;0
Lithuania;Rwanda;0
Lithuania;Saint Lucia;0
Lithuania;Saint Vincent & Grenadines;0
Lithuania;Samoa;0
Lithuania;Sao Tome & Principe;0
Lithuania;Senegal;0
Lithuania;Sierra Leone;0
Lithuania;Solomon Islands;0
Lithuania;Somalia;0
Lithuania;South Sudan;0
Lithuania;Sri Lanka;0
Lithuania;Sudan;0
Lithuania;Suriname;0
Lithuania;Swaziland;0
Lithuania;Tanzania;0
Lithuania;Thailand;0
Lithuania;Timor-Leste;0
Lithuania;Togo;0
Lithuania;Tonga;0
Lithuania;Trinidad & Tobago;0
Lithuania;Uganda;0
Lithuania;Vanuatu;0
Lithuania;Virgin Islands;0
Lithuania;Western Sahara;0
Lithuania;Yemen;0
Lithuania;Zambia;0
Lithuania;Zimbabwe;0
Luxembourg;Germany;14437
Luxembourg;Portugal;10640
Luxembourg;France;6607
Luxembourg;Belgium;5289
Luxembourg;Serbia;4918
Luxembourg;United Kingdom;3793
Luxembourg;United States;3747
Luxembourg;Italy;3464
Luxembourg;Brazil;1896
Luxembourg;Switzerland;1632
Luxembourg;Canada;1569
Luxembourg;Venezuela;1462
Luxembourg;Spain;1261
Luxembourg;Netherlands;1210
Luxembourg;Austria;972
Luxembourg;Montenegro;936
Luxembourg;Romania;774
Luxembourg;Sweden;593
Luxembourg;Macedonia;587
Luxembourg;Poland;558
Luxembourg;Denmark;521
Luxembourg;Hungary;506
Luxembourg;Slovenia;504
Luxembourg;South Africa;361
Luxembourg;Croatia;352
Luxembourg;Ireland;309
Luxembourg;Bulgaria;278
Luxembourg;Greece;262
Luxembourg;Czech Republic;240
Luxembourg;Finland;237
Luxembourg;Norway;227
Luxembourg;Bosnia & Herzegovina;219
Luxembourg;Slovakia;185
Luxembourg;Australia;169
Luxembourg;Cape Verde;168
Luxembourg;Russia;129
Luxembourg;Turkey;127
Luxembourg;Estonia;125
Luxembourg;China;119
Luxembourg;Channel Islands;88
Luxembourg;Iceland;87
Luxembourg;Lithuania;83
Luxembourg;Latvia;61
Luxembourg;Malta;59
Luxembourg;Japan;47
Luxembourg;Peru;37
Luxembourg;Morocco;32
Luxembourg;Albania;30
Luxembourg;Argentina;29
Luxembourg;Ukraine;28
Luxembourg;Iran;27
Luxembourg;New Zealand;27
Luxembourg;Angola;26
Luxembourg;Israel;24
Luxembourg;Philippines;24
Luxembourg;Moldova;23
Luxembourg;India;22
Luxembourg;Thailand;22
Luxembourg;Mozambique;19
Luxembourg;Tunisia;18
Luxembourg;Cyprus;17
Luxembourg;Algeria;12
Luxembourg;DR Congo;12
Luxembourg;Belarus;11
Luxembourg;Mexico;11
Luxembourg;Egypt;10
Luxembourg;Vietnam;9
Luxembourg;South Korea;8
Luxembourg;Uruguay;8
Luxembourg;Cameroon;7
Luxembourg;Chile;7
Luxembourg;Colombia;6
Luxembourg;Dominican Republic;6
Luxembourg;Mauritius;6
Luxembourg;Reunion;6
Luxembourg;Namibia;5
Luxembourg;Senegal;5
Luxembourg;Bolivia;4
Luxembourg;Botswana;4
Luxembourg;Guadeloupe;4
Luxembourg;Lebanon;4
Luxembourg;Martinique;4
Luxembourg;New Caledonia;4
Luxembourg;Bangladesh;3
Luxembourg;Congo;3
Luxembourg;Cuba;3
Luxembourg;Libya;3
Luxembourg;Malaysia;3
Luxembourg;Nepal;3
Luxembourg;Rwanda;3
Luxembourg;Costa Rica;2
Luxembourg;French Guiana;2
Luxembourg;French Polynesia;2
Luxembourg;Kazakhstan;2
Luxembourg;Macao;2
Luxembourg;Panama;2
Luxembourg;Qatar;2
Luxembourg;United Arab Emirates;2
Luxembourg;Bahamas;1
Luxembourg;Central African Republic;1
Luxembourg;Ecuador;1
Luxembourg;Equatorial Guinea;1
Luxembourg;Gabon;1
Luxembourg;Guatemala;1
Luxembourg;Guinea-Bissau;1
Luxembourg;Haiti;1
Luxembourg;Hong Kong;1
Luxembourg;Indonesia;1
Luxembourg;Jamaica;1
Luxembourg;Jordan;1
Luxembourg;Kuwait;1
Luxembourg;Madagascar;1
Luxembourg;Mali;1
Luxembourg;Mayotte;1
Luxembourg;Tajikistan;1
Luxembourg;Uzbekistan;1
Luxembourg;Afghanistan;0
Luxembourg;Armenia;0
Luxembourg;Aruba;0
Luxembourg;Azerbaijan;0
Luxembourg;Bahrain;0
Luxembourg;Barbados;0
Luxembourg;Belize;0
Luxembourg;Benin;0
Luxembourg;Bhutan;0
Luxembourg;Brunei;0
Luxembourg;Burkina Faso;0
Luxembourg;Burundi;0
Luxembourg;Cambodia;0
Luxembourg;Chad;0
Luxembourg;Comoros;0
Luxembourg;Djibouti;0
Luxembourg;El Salvador;0
Luxembourg;Eritrea;0
Luxembourg;Ethiopia;0
Luxembourg;Fiji;0
Luxembourg;Gambia;0
Luxembourg;Georgia;0
Luxembourg;Ghana;0
Luxembourg;Grenada;0
Luxembourg;Guam;0
Luxembourg;Guinea;0
Luxembourg;Guyana;0
Luxembourg;Honduras;0
Luxembourg;Iraq;0
Luxembourg;Ivory Coast;0
Luxembourg;Kenya;0
Luxembourg;Kyrgyzstan;0
Luxembourg;Laos;0
Luxembourg;Lesotho;0
Luxembourg;Liberia;0
Luxembourg;Luxembourg;0
Luxembourg;Malawi;0
Luxembourg;Maldives;0
Luxembourg;Mauritania;0
Luxembourg;Micronesia;0
Luxembourg;Mongolia;0
Luxembourg;Myanmar;0
Luxembourg;Nicaragua;0
Luxembourg;Niger;0
Luxembourg;Nigeria;0
Luxembourg;North Korea;0
Luxembourg;Oman;0
Luxembourg;Pakistan;0
Luxembourg;Palestine;0
Luxembourg;Papua New Guinea;0
Luxembourg;Paraguay;0
Luxembourg;Puerto Rico;0
Luxembourg;Saint Lucia;0
Luxembourg;Saint Vincent & Grenadines;0
Luxembourg;Samoa;0
Luxembourg;Sao Tome & Principe;0
Luxembourg;Saudi Arabia;0
Luxembourg;Sierra Leone;0
Luxembourg;Singapore;0
Luxembourg;Solomon Islands;0
Luxembourg;Somalia;0
Luxembourg;South Sudan;0
Luxembourg;Sri Lanka;0
Luxembourg;Sudan;0
Luxembourg;Suriname;0
Luxembourg;Swaziland;0
Luxembourg;Syria;0
Luxembourg;Tanzania;0
Luxembourg;Timor-Leste;0
Luxembourg;Togo;0
Luxembourg;Tonga;0
Luxembourg;Trinidad & Tobago;0
Luxembourg;Turkmenistan;0
Luxembourg;Uganda;0
Luxembourg;Vanuatu;0
Luxembourg;Virgin Islands;0
Luxembourg;Western Sahara;0
Luxembourg;Yemen;0
Luxembourg;Zambia;0
Luxembourg;Zimbabwe;0
Macao;China;37100
Macao;Hong Kong;11137
Macao;United States;9012
Macao;Philippines;3556
Macao;Singapore;2068
Macao;Canada;1848
Macao;Portugal;957
Macao;Australia;884
Macao;Thailand;193
Macao;United Kingdom;95
Macao;Japan;46
Macao;Germany;38
Macao;South Korea;28
Macao;Italy;25
Macao;France;23
Macao;New Zealand;23
Macao;Saudi Arabia;20
Macao;United Arab Emirates;18
Macao;Brazil;15
Macao;Spain;13
Macao;Switzerland;13
Macao;Venezuela;9
Macao;Kuwait;6
Macao;Bahrain;5
Macao;Belgium;5
Macao;Netherlands;5
Macao;Qatar;5
Macao;Bangladesh;4
Macao;Ireland;4
Macao;Malaysia;4
Macao;Norway;4
Macao;Austria;3
Macao;India;3
Macao;South Africa;3
Macao;Sweden;3
Macao;Costa Rica;2
Macao;Denmark;2
Macao;Indonesia;2
Macao;Luxembourg;2
Macao;Russia;2
Macao;Argentina;1
Macao;Brunei;1
Macao;Cyprus;1
Macao;Czech Republic;1
Macao;Finland;1
Macao;Greece;1
Macao;Guam;1
Macao;Hungary;1
Macao;Jordan;1
Macao;Myanmar;1
Macao;Nepal;1
Macao;North Korea;1
Macao;Oman;1
Macao;Panama;1
Macao;Peru;1
Macao;Romania;1
Macao;Afghanistan;0
Macao;Albania;0
Macao;Algeria;0
Macao;Angola;0
Macao;Armenia;0
Macao;Aruba;0
Macao;Azerbaijan;0
Macao;Bahamas;0
Macao;Barbados;0
Macao;Belarus;0
Macao;Belize;0
Macao;Benin;0
Macao;Bhutan;0
Macao;Bolivia;0
Macao;Bosnia & Herzegovina;0
Macao;Botswana;0
Macao;Bulgaria;0
Macao;Burkina Faso;0
Macao;Burundi;0
Macao;Cambodia;0
Macao;Cameroon;0
Macao;Cape Verde;0
Macao;Central African Republic;0
Macao;Chad;0
Macao;Channel Islands;0
Macao;Chile;0
Macao;Colombia;0
Macao;Comoros;0
Macao;Congo;0
Macao;Croatia;0
Macao;Cuba;0
Macao;Djibouti;0
Macao;Dominican Republic;0
Macao;DR Congo;0
Macao;Ecuador;0
Macao;Egypt;0
Macao;El Salvador;0
Macao;Equatorial Guinea;0
Macao;Eritrea;0
Macao;Estonia;0
Macao;Ethiopia;0
Macao;Fiji;0
Macao;French Guiana;0
Macao;French Polynesia;0
Macao;Gabon;0
Macao;Gambia;0
Macao;Georgia;0
Macao;Ghana;0
Macao;Grenada;0
Macao;Guadeloupe;0
Macao;Guatemala;0
Macao;Guinea;0
Macao;Guinea-Bissau;0
Macao;Guyana;0
Macao;Haiti;0
Macao;Honduras;0
Macao;Iceland;0
Macao;Iran;0
Macao;Iraq;0
Macao;Israel;0
Macao;Ivory Coast;0
Macao;Jamaica;0
Macao;Kazakhstan;0
Macao;Kenya;0
Macao;Kyrgyzstan;0
Macao;Laos;0
Macao;Latvia;0
Macao;Lebanon;0
Macao;Lesotho;0
Macao;Liberia;0
Macao;Libya;0
Macao;Lithuania;0
Macao;Macao;0
Macao;Macedonia;0
Macao;Madagascar;0
Macao;Malawi;0
Macao;Maldives;0
Macao;Mali;0
Macao;Malta;0
Macao;Martinique;0
Macao;Mauritania;0
Macao;Mauritius;0
Macao;Mayotte;0
Macao;Mexico;0
Macao;Micronesia;0
Macao;Moldova;0
Macao;Mongolia;0
Macao;Montenegro;0
Macao;Morocco;0
Macao;Mozambique;0
Macao;Namibia;0
Macao;New Caledonia;0
Macao;Nicaragua;0
Macao;Niger;0
Macao;Nigeria;0
Macao;Pakistan;0
Macao;Palestine;0
Macao;Papua New Guinea;0
Macao;Paraguay;0
Macao;Poland;0
Macao;Puerto Rico;0
Macao;Reunion;0
Macao;Rwanda;0
Macao;Saint Lucia;0
Macao;Saint Vincent & Grenadines;0
Macao;Samoa;0
Macao;Sao Tome & Principe;0
Macao;Senegal;0
Macao;Serbia;0
Macao;Sierra Leone;0
Macao;Slovakia;0
Macao;Slovenia;0
Macao;Solomon Islands;0
Macao;Somalia;0
Macao;South Sudan;0
Macao;Sri Lanka;0
Macao;Sudan;0
Macao;Suriname;0
Macao;Swaziland;0
Macao;Syria;0
Macao;Tajikistan;0
Macao;Tanzania;0
Macao;Timor-Leste;0
Macao;Togo;0
Macao;Tonga;0
Macao;Trinidad & Tobago;0
Macao;Tunisia;0
Macao;Turkey;0
Macao;Turkmenistan;0
Macao;Uganda;0
Macao;Ukraine;0
Macao;Uruguay;0
Macao;Uzbekistan;0
Macao;Vanuatu;0
Macao;Vietnam;0
Macao;Virgin Islands;0
Macao;Western Sahara;0
Macao;Yemen;0
Macao;Zambia;0
Macao;Zimbabwe;0
Macedonia;Turkey;28579
Macedonia;Germany;16521
Macedonia;Serbia;7767
Macedonia;Italy;7270
Macedonia;Switzerland;6380
Macedonia;Albania;5585
Macedonia;Australia;4506
Macedonia;Austria;3384
Macedonia;United States;3208
Macedonia;Slovenia;2636
Macedonia;Bulgaria;1633
Macedonia;Montenegro;1203
Macedonia;Croatia;1198
Macedonia;Greece;1124
Macedonia;Canada;1035
Macedonia;Sweden;1022
Macedonia;Bosnia & Herzegovina;956
Macedonia;Czech Republic;527
Macedonia;France;502
Macedonia;Denmark;327
Macedonia;Belgium;286
Macedonia;United Kingdom;277
Macedonia;Norway;269
Macedonia;Egypt;203
Macedonia;Slovakia;145
Macedonia;Luxembourg;135
Macedonia;Argentina;129
Macedonia;Netherlands;128
Macedonia;Hungary;99
Macedonia;Spain;91
Macedonia;Poland;68
Macedonia;Ireland;67
Macedonia;Russia;65
Macedonia;Finland;33
Macedonia;Portugal;28
Macedonia;Romania;26
Macedonia;South Africa;21
Macedonia;Iceland;16
Macedonia;Malta;16
Macedonia;Ukraine;9
Macedonia;Jordan;8
Macedonia;Ecuador;7
Macedonia;Estonia;6
Macedonia;Brazil;5
Macedonia;Costa Rica;3
Macedonia;Cyprus;3
Macedonia;Kazakhstan;3
Macedonia;Latvia;3
Macedonia;Mali;3
Macedonia;United Arab Emirates;3
Macedonia;Dominican Republic;2
Macedonia;Lithuania;2
Macedonia;Saudi Arabia;2
Macedonia;Bolivia;1
Macedonia;Iraq;1
Macedonia;Israel;1
Macedonia;Kuwait;1
Macedonia;Libya;1
Macedonia;Venezuela;1
Macedonia;Afghanistan;0
Macedonia;Algeria;0
Macedonia;Angola;0
Macedonia;Armenia;0
Macedonia;Aruba;0
Macedonia;Azerbaijan;0
Macedonia;Bahamas;0
Macedonia;Bahrain;0
Macedonia;Bangladesh;0
Macedonia;Barbados;0
Macedonia;Belarus;0
Macedonia;Belize;0
Macedonia;Benin;0
Macedonia;Bhutan;0
Macedonia;Botswana;0
Macedonia;Brunei;0
Macedonia;Burkina Faso;0
Macedonia;Burundi;0
Macedonia;Cambodia;0
Macedonia;Cameroon;0
Macedonia;Cape Verde;0
Macedonia;Central African Republic;0
Macedonia;Chad;0
Macedonia;Channel Islands;0
Macedonia;Chile;0
Macedonia;China;0
Macedonia;Colombia;0
Macedonia;Comoros;0
Macedonia;Congo;0
Macedonia;Cuba;0
Macedonia;Djibouti;0
Macedonia;DR Congo;0
Macedonia;El Salvador;0
Macedonia;Equatorial Guinea;0
Macedonia;Eritrea;0
Macedonia;Ethiopia;0
Macedonia;Fiji;0
Macedonia;French Guiana;0
Macedonia;French Polynesia;0
Macedonia;Gabon;0
Macedonia;Gambia;0
Macedonia;Georgia;0
Macedonia;Ghana;0
Macedonia;Grenada;0
Macedonia;Guadeloupe;0
Macedonia;Guam;0
Macedonia;Guatemala;0
Macedonia;Guinea;0
Macedonia;Guinea-Bissau;0
Macedonia;Guyana;0
Macedonia;Haiti;0
Macedonia;Honduras;0
Macedonia;Hong Kong;0
Macedonia;India;0
Macedonia;Indonesia;0
Macedonia;Iran;0
Macedonia;Ivory Coast;0
Macedonia;Jamaica;0
Macedonia;Japan;0
Macedonia;Kenya;0
Macedonia;Kyrgyzstan;0
Macedonia;Laos;0
Macedonia;Lebanon;0
Macedonia;Lesotho;0
Macedonia;Liberia;0
Macedonia;Macao;0
Macedonia;Macedonia;0
Macedonia;Madagascar;0
Macedonia;Malawi;0
Macedonia;Malaysia;0
Macedonia;Maldives;0
Macedonia;Martinique;0
Macedonia;Mauritania;0
Macedonia;Mauritius;0
Macedonia;Mayotte;0
Macedonia;Mexico;0
Macedonia;Micronesia;0
Macedonia;Moldova;0
Macedonia;Mongolia;0
Macedonia;Morocco;0
Macedonia;Mozambique;0
Macedonia;Myanmar;0
Macedonia;Namibia;0
Macedonia;Nepal;0
Macedonia;New Caledonia;0
Macedonia;New Zealand;0
Macedonia;Nicaragua;0
Macedonia;Niger;0
Macedonia;Nigeria;0
Macedonia;North Korea;0
Macedonia;Oman;0
Macedonia;Pakistan;0
Macedonia;Palestine;0
Macedonia;Panama;0
Macedonia;Papua New Guinea;0
Macedonia;Paraguay;0
Macedonia;Peru;0
Macedonia;Philippines;0
Macedonia;Puerto Rico;0
Macedonia;Qatar;0
Macedonia;Reunion;0
Macedonia;Rwanda;0
Macedonia;Saint Lucia;0
Macedonia;Saint Vincent & Grenadines;0
Macedonia;Samoa;0
Macedonia;Sao Tome & Principe;0
Macedonia;Senegal;0
Macedonia;Sierra Leone;0
Macedonia;Singapore;0
Macedonia;Solomon Islands;0
Macedonia;Somalia;0
Macedonia;South Korea;0
Macedonia;South Sudan;0
Macedonia;Sri Lanka;0
Macedonia;Sudan;0
Macedonia;Suriname;0
Macedonia;Swaziland;0
Macedonia;Syria;0
Macedonia;Tajikistan;0
Macedonia;Tanzania;0
Macedonia;Thailand;0
Macedonia;Timor-Leste;0
Macedonia;Togo;0
Macedonia;Tonga;0
Macedonia;Trinidad & Tobago;0
Macedonia;Tunisia;0
Macedonia;Turkmenistan;0
Macedonia;Uganda;0
Macedonia;Uruguay;0
Macedonia;Uzbekistan;0
Macedonia;Vanuatu;0
Macedonia;Vietnam;0
Macedonia;Virgin Islands;0
Macedonia;Western Sahara;0
Macedonia;Yemen;0
Macedonia;Zambia;0
Macedonia;Zimbabwe;0
Madagascar;France;27112
Madagascar;Comoros;2339
Madagascar;Reunion;2043
Madagascar;Mayotte;1002
Madagascar;Italy;814
Madagascar;Canada;780
Madagascar;Belgium;602
Madagascar;Germany;474
Madagascar;Switzerland;472
Madagascar;Mauritius;462
Madagascar;United Kingdom;267
Madagascar;China;225
Madagascar;South Africa;181
Madagascar;Spain;176
Madagascar;India;173
Madagascar;Luxembourg;171
Madagascar;Botswana;97
Madagascar;Norway;87
Madagascar;Australia;63
Madagascar;Austria;47
Madagascar;Netherlands;39
Madagascar;Russia;31
Madagascar;Sweden;31
Madagascar;Greece;28
Madagascar;Denmark;22
Madagascar;Romania;20
Madagascar;Hungary;17
Madagascar;Egypt;12
Madagascar;Brazil;10
Madagascar;Czech Republic;10
Madagascar;Slovenia;10
Madagascar;Portugal;8
Madagascar;Finland;7
Madagascar;Libya;7
Madagascar;Slovakia;5
Madagascar;Lithuania;4
Madagascar;United States;4
Madagascar;Guinea;2
Madagascar;Ireland;2
Madagascar;Argentina;1
Madagascar;Bolivia;1
Madagascar;Cyprus;1
Madagascar;Guadeloupe;1
Madagascar;Israel;1
Madagascar;Martinique;1
Madagascar;Morocco;1
Madagascar;New Caledonia;1
Madagascar;Poland;1
Madagascar;Tanzania;1
Madagascar;United Arab Emirates;1
Madagascar;Afghanistan;0
Madagascar;Albania;0
Madagascar;Algeria;0
Madagascar;Angola;0
Madagascar;Armenia;0
Madagascar;Aruba;0
Madagascar;Azerbaijan;0
Madagascar;Bahamas;0
Madagascar;Bahrain;0
Madagascar;Bangladesh;0
Madagascar;Barbados;0
Madagascar;Belarus;0
Madagascar;Belize;0
Madagascar;Benin;0
Madagascar;Bhutan;0
Madagascar;Bosnia & Herzegovina;0
Madagascar;Brunei;0
Madagascar;Bulgaria;0
Madagascar;Burkina Faso;0
Madagascar;Burundi;0
Madagascar;Cambodia;0
Madagascar;Cameroon;0
Madagascar;Cape Verde;0
Madagascar;Central African Republic;0
Madagascar;Chad;0
Madagascar;Channel Islands;0
Madagascar;Chile;0
Madagascar;Colombia;0
Madagascar;Congo;0
Madagascar;Costa Rica;0
Madagascar;Croatia;0
Madagascar;Cuba;0
Madagascar;Djibouti;0
Madagascar;Dominican Republic;0
Madagascar;DR Congo;0
Madagascar;Ecuador;0
Madagascar;El Salvador;0
Madagascar;Equatorial Guinea;0
Madagascar;Eritrea;0
Madagascar;Estonia;0
Madagascar;Ethiopia;0
Madagascar;Fiji;0
Madagascar;French Guiana;0
Madagascar;French Polynesia;0
Madagascar;Gabon;0
Madagascar;Gambia;0
Madagascar;Georgia;0
Madagascar;Ghana;0
Madagascar;Grenada;0
Madagascar;Guam;0
Madagascar;Guatemala;0
Madagascar;Guinea-Bissau;0
Madagascar;Guyana;0
Madagascar;Haiti;0
Madagascar;Honduras;0
Madagascar;Hong Kong;0
Madagascar;Iceland;0
Madagascar;Indonesia;0
Madagascar;Iran;0
Madagascar;Iraq;0
Madagascar;Ivory Coast;0
Madagascar;Jamaica;0
Madagascar;Japan;0
Madagascar;Jordan;0
Madagascar;Kazakhstan;0
Madagascar;Kenya;0
Madagascar;Kuwait;0
Madagascar;Kyrgyzstan;0
Madagascar;Laos;0
Madagascar;Latvia;0
Madagascar;Lebanon;0
Madagascar;Lesotho;0
Madagascar;Liberia;0
Madagascar;Macao;0
Madagascar;Macedonia;0
Madagascar;Madagascar;0
Madagascar;Malawi;0
Madagascar;Malaysia;0
Madagascar;Maldives;0
Madagascar;Mali;0
Madagascar;Malta;0
Madagascar;Mauritania;0
Madagascar;Mexico;0
Madagascar;Micronesia;0
Madagascar;Moldova;0
Madagascar;Mongolia;0
Madagascar;Montenegro;0
Madagascar;Mozambique;0
Madagascar;Myanmar;0
Madagascar;Namibia;0
Madagascar;Nepal;0
Madagascar;New Zealand;0
Madagascar;Nicaragua;0
Madagascar;Niger;0
Madagascar;Nigeria;0
Madagascar;North Korea;0
Madagascar;Oman;0
Madagascar;Pakistan;0
Madagascar;Palestine;0
Madagascar;Panama;0
Madagascar;Papua New Guinea;0
Madagascar;Paraguay;0
Madagascar;Peru;0
Madagascar;Philippines;0
Madagascar;Puerto Rico;0
Madagascar;Qatar;0
Madagascar;Rwanda;0
Madagascar;Saint Lucia;0
Madagascar;Saint Vincent & Grenadines;0
Madagascar;Samoa;0
Madagascar;Sao Tome & Principe;0
Madagascar;Saudi Arabia;0
Madagascar;Senegal;0
Madagascar;Serbia;0
Madagascar;Sierra Leone;0
Madagascar;Singapore;0
Madagascar;Solomon Islands;0
Madagascar;Somalia;0
Madagascar;South Korea;0
Madagascar;South Sudan;0
Madagascar;Sri Lanka;0
Madagascar;Sudan;0
Madagascar;Suriname;0
Madagascar;Swaziland;0
Madagascar;Syria;0
Madagascar;Tajikistan;0
Madagascar;Thailand;0
Madagascar;Timor-Leste;0
Madagascar;Togo;0
Madagascar;Tonga;0
Madagascar;Trinidad & Tobago;0
Madagascar;Tunisia;0
Madagascar;Turkey;0
Madagascar;Turkmenistan;0
Madagascar;Uganda;0
Madagascar;Ukraine;0
Madagascar;Uruguay;0
Madagascar;Uzbekistan;0
Madagascar;Vanuatu;0
Madagascar;Venezuela;0
Madagascar;Vietnam;0
Madagascar;Virgin Islands;0
Madagascar;Western Sahara;0
Madagascar;Yemen;0
Madagascar;Zambia;0
Madagascar;Zimbabwe;0
Malawi;South Africa;61145
Malawi;Mozambique;30277
Malawi;Zimbabwe;18147
Malawi;United Kingdom;10760
Malawi;Zambia;8650
Malawi;Portugal;2039
Malawi;DR Congo;1956
Malawi;Tanzania;1774
Malawi;United States;1730
Malawi;Burundi;1106
Malawi;Australia;852
Malawi;Rwanda;812
Malawi;Botswana;728
Malawi;Canada;514
Malawi;India;266
Malawi;Netherlands;256
Malawi;France;202
Malawi;Germany;192
Malawi;Congo;177
Malawi;Switzerland;160
Malawi;Italy;147
Malawi;Eritrea;134
Malawi;Spain;126
Malawi;Ireland;122
Malawi;Namibia;121
Malawi;Finland;107
Malawi;Sweden;103
Malawi;Luxembourg;93
Malawi;Lesotho;87
Malawi;Belgium;79
Malawi;Austria;68
Malawi;Denmark;59
Malawi;Norway;58
Malawi;Angola;51
Malawi;Romania;44
Malawi;South Korea;44
Malawi;Brazil;41
Malawi;New Zealand;39
Malawi;Russia;38
Malawi;Uganda;35
Malawi;Gabon;34
Malawi;Czech Republic;30
Malawi;Hungary;30
Malawi;Poland;28
Malawi;Bulgaria;27
Malawi;Kenya;22
Malawi;Malta;22
Malawi;Oman;21
Malawi;Saudi Arabia;19
Malawi;Egypt;18
Malawi;Mali;16
Malawi;Turkey;13
Malawi;Greece;12
Malawi;Slovakia;12
Malawi;United Arab Emirates;12
Malawi;Cyprus;10
Malawi;Bahrain;9
Malawi;Somalia;9
Malawi;Kuwait;8
Malawi;Nepal;7
Malawi;Guinea;6
Malawi;Benin;5
Malawi;Cameroon;5
Malawi;Channel Islands;5
Malawi;Peru;5
Malawi;Lithuania;4
Malawi;Morocco;4
Malawi;Slovenia;4
Malawi;Venezuela;4
Malawi;Estonia;3
Malawi;Israel;3
Malawi;Japan;3
Malawi;Latvia;3
Malawi;Serbia;3
Malawi;Bolivia;2
Malawi;Croatia;2
Malawi;Malaysia;2
Malawi;Singapore;2
Malawi;South Sudan;2
Malawi;Swaziland;2
Malawi;Bahamas;1
Malawi;Bhutan;1
Malawi;Ghana;1
Malawi;Iceland;1
Malawi;Jamaica;1
Malawi;Libya;1
Malawi;Maldives;1
Malawi;Philippines;1
Malawi;Qatar;1
Malawi;Togo;1
Malawi;Afghanistan;0
Malawi;Albania;0
Malawi;Algeria;0
Malawi;Argentina;0
Malawi;Armenia;0
Malawi;Aruba;0
Malawi;Azerbaijan;0
Malawi;Bangladesh;0
Malawi;Barbados;0
Malawi;Belarus;0
Malawi;Belize;0
Malawi;Bosnia & Herzegovina;0
Malawi;Brunei;0
Malawi;Burkina Faso;0
Malawi;Cambodia;0
Malawi;Cape Verde;0
Malawi;Central African Republic;0
Malawi;Chad;0
Malawi;Chile;0
Malawi;China;0
Malawi;Colombia;0
Malawi;Comoros;0
Malawi;Costa Rica;0
Malawi;Cuba;0
Malawi;Djibouti;0
Malawi;Dominican Republic;0
Malawi;Ecuador;0
Malawi;El Salvador;0
Malawi;Equatorial Guinea;0
Malawi;Ethiopia;0
Malawi;Fiji;0
Malawi;French Guiana;0
Malawi;French Polynesia;0
Malawi;Gambia;0
Malawi;Georgia;0
Malawi;Grenada;0
Malawi;Guadeloupe;0
Malawi;Guam;0
Malawi;Guatemala;0
Malawi;Guinea-Bissau;0
Malawi;Guyana;0
Malawi;Haiti;0
Malawi;Honduras;0
Malawi;Hong Kong;0
Malawi;Indonesia;0
Malawi;Iran;0
Malawi;Iraq;0
Malawi;Ivory Coast;0
Malawi;Jordan;0
Malawi;Kazakhstan;0
Malawi;Kyrgyzstan;0
Malawi;Laos;0
Malawi;Lebanon;0
Malawi;Liberia;0
Malawi;Macao;0
Malawi;Macedonia;0
Malawi;Madagascar;0
Malawi;Malawi;0
Malawi;Martinique;0
Malawi;Mauritania;0
Malawi;Mauritius;0
Malawi;Mayotte;0
Malawi;Mexico;0
Malawi;Micronesia;0
Malawi;Moldova;0
Malawi;Mongolia;0
Malawi;Montenegro;0
Malawi;Myanmar;0
Malawi;New Caledonia;0
Malawi;Nicaragua;0
Malawi;Niger;0
Malawi;Nigeria;0
Malawi;North Korea;0
Malawi;Pakistan;0
Malawi;Palestine;0
Malawi;Panama;0
Malawi;Papua New Guinea;0
Malawi;Paraguay;0
Malawi;Puerto Rico;0
Malawi;Reunion;0
Malawi;Saint Lucia;0
Malawi;Saint Vincent & Grenadines;0
Malawi;Samoa;0
Malawi;Sao Tome & Principe;0
Malawi;Senegal;0
Malawi;Sierra Leone;0
Malawi;Solomon Islands;0
Malawi;Sri Lanka;0
Malawi;Sudan;0
Malawi;Suriname;0
Malawi;Syria;0
Malawi;Tajikistan;0
Malawi;Thailand;0
